Popularity Ranking,Common Name,Current Botanical Name,Plant Type,Height,Width,Growth Rate,Deciduous,Evergreen,Flowers,Flowering Season,Sun,Soil,Drainage,Water Requirement,Ease of Care,Max Summer Irrigation,Common uses,Availability in Nurseries,Plant URL,QR Codes
3410,Jacumba Milk-vetch,Astragalus douglasii var. douglasii,Perennial herb,0.7 - 2.3 ft(0.21 - 0.7 m),,,,,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Astragalus-douglasii-var.-douglasii-(),//legacy.calscape.org/qrcodes/Astragalus-douglasii-var.-douglasii(192)
3411,Gunsight Clarkia,Clarkia xantiana,Annual herb,2.6 ft(0.8 m),,,,White,,,,,,,,"Butterfly Gardens,Bee Gardens",Never or Almost Never Available,//legacy.calscape.org/Clarkia-xantiana-(),//legacy.calscape.org/qrcodes/Clarkia-xantiana(192)
3412,Miniature Gilia,Navarretia capillaris,Annual herb,1.6 - 7.9 in(4.1 - 20.1 cm),,,,,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Navarretia-capillaris-(),//legacy.calscape.org/qrcodes/Navarretia-capillaris(192)
3413,Two-toothed Wild Buckwheat,Eriogonum viridescens,Annual herb,1.9 - 11.8 in(4.8 - 30 cm),,,,"Cream,Pink,White",,,,,,,,"Butterfly Gardens,Bee Gardens",Never or Almost Never Available,//legacy.calscape.org/Eriogonum-viridescens-(),//legacy.calscape.org/qrcodes/Eriogonum-viridescens(192)
3414,Sharsmith Pincushion,Chaenactis alpigena,Perennial herb,,,,,"White,Cream",,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Chaenactis-alpigena-(),//legacy.calscape.org/qrcodes/Chaenactis-alpigena(192)
3415,Annual Tiquilia,Tiquilia nuttallii,Annual Herb,,,,,,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Tiquilia-nuttallii-(),//legacy.calscape.org/qrcodes/Tiquilia-nuttallii(192)
3416,Owl's Clover,Castilleja densiflora ssp. densiflora,Annual Herb,,,,,Purple,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Castilleja-densiflora-ssp.-densiflora-(),//legacy.calscape.org/qrcodes/Castilleja-densiflora-ssp.-densiflora(192)
3417,Fan-foil,Potentilla flabellifolia,Perennial herb,4 - 11.8 in(10.2 - 30 cm),,,,Yellow,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Potentilla-flabellifolia-(),//legacy.calscape.org/qrcodes/Potentilla-flabellifolia(192)
3418,Browneyes,Chylismia claviformis ssp. aurantiaca,"Perennial herb,Annual herb",,,,,,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Chylismia-claviformis-ssp.-aurantiaca-(),//legacy.calscape.org/qrcodes/Chylismia-claviformis-ssp.-aurantiaca(192)
3419,Alpine Sagewort,Artemisia norvegica,Perennial herb,,,,,"Cream,White,Yellow",,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Artemisia-norvegica-(),//legacy.calscape.org/qrcodes/Artemisia-norvegica(192)
3420,Widehead Groundsel,Packera eurycephala,Perennial herb,1.6 - 2.3 ft(0.49 - 0.7 m),,,,Yellow,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Packera-eurycephala-(),//legacy.calscape.org/qrcodes/Packera-eurycephala(192)
3421,Nevada Dalea,Psorothamnus polydenius,Shrub,3.3 ft(1 m),,,,"Pink,Purple",,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Psorothamnus-polydenius-(),//legacy.calscape.org/qrcodes/Psorothamnus-polydenius(192)
3422,San Jacinto Wild Buckwheat,Eriogonum apiculatum,Annual herb,0.7 - 3 ft(0.21 - 0.9 m),,,,"Cream,Pink,White",,,,,,,,"Butterfly Gardens,Bee Gardens",Never or Almost Never Available,//legacy.calscape.org/Eriogonum-apiculatum-(),//legacy.calscape.org/qrcodes/Eriogonum-apiculatum(192)
3423,Caraway-leaved Woodland-gilia,Saltugilia caruifolia,Annual herb,0.33 - 3.3 ft(0.1 - 1 m),,,,"Purple,Lavender",,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Saltugilia-caruifolia-(),//legacy.calscape.org/qrcodes/Saltugilia-caruifolia(192)
3424,Rough Eyelash,Blepharipappus scaber,Annual herb,,,,,"White,Purple",,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Blepharipappus-scaber-(),//legacy.calscape.org/qrcodes/Blepharipappus-scaber(192)
3425,Woolly Meadowfoam,Limnanthes floccosa,Annual herb,,,,,White,,,,,,,,Bee Gardens,Never or Almost Never Available,//legacy.calscape.org/Limnanthes-floccosa-(),//legacy.calscape.org/qrcodes/Limnanthes-floccosa(192)
3426,Tricolor Monkeyflower,Mimulus tricolor,Annual herb,5.5 in(14 cm),,,,"Orange,Pink",,,,,,,,"Hummingbird Gardens,Butterfly Gardens,Bee Gardens",Never or Almost Never Available,//legacy.calscape.org/Mimulus-tricolor-(),//legacy.calscape.org/qrcodes/Mimulus-tricolor(192)
3427,Southern Mountain Buckwheat,Eriogonum kennedyi var. austromontanum,Perennial herb,3.1 - 5.9 in(7.9 - 15 cm),,,,"Cream,Pink,White",,,,,,,,"Butterfly Gardens,Bee Gardens",Never or Almost Never Available,//legacy.calscape.org/Eriogonum-kennedyi-var.-austromontanum-(),//legacy.calscape.org/qrcodes/Eriogonum-kennedyi-var.-austromontanum(192)
3428,Beautiful Hulsea,Hulsea vestita ssp. callicarpha,Perennial herb,,,,,,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Hulsea-vestita-ssp.-callicarpha-(),//legacy.calscape.org/qrcodes/Hulsea-vestita-ssp.-callicarpha(192)
3429,Greene's Spiny-nut Popcornflower,Plagiobothrys greenei,Annual herb,0.33 - 1.3 ft(0.1 - 0.4 m),,,,White,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Plagiobothrys-greenei-(),//legacy.calscape.org/qrcodes/Plagiobothrys-greenei(192)
3429,Slender Tubed Iris,Iris tenuissima ssp. purdyiformis,Perennial herb,,,,,"White,Lavender",,"Full Sun, Part Shade",,,,,,,Never or Almost Never Available,//legacy.calscape.org/Iris-tenuissima-ssp.-purdyiformis-(),//legacy.calscape.org/qrcodes/Iris-tenuissima-ssp.-purdyiformis(192)
3430,Freckled Milkvetch,Astragalus lentiginosus var. nigricalycis,"Annual Herb,Perennial Herb",0.8 - 1.6 ft(0.24 - 0.49 m),,,,,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Astragalus-lentiginosus-var.-nigricalycis-(),//legacy.calscape.org/qrcodes/Astragalus-lentiginosus-var.-nigricalycis(192)
3431,Sticky Fagonbush,Fagonia pachyacantha,Perennial herb,3.3 ft(1 m),,,,"Pink,Purple",,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Fagonia-pachyacantha-(),//legacy.calscape.org/qrcodes/Fagonia-pachyacantha(192)
3432,Granite Mousetail,Ivesia muirii,Perennial herb,1.9 - 5.9 in(4.8 - 15 cm),,,,"Yellow,White",,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Ivesia-muirii-(),//legacy.calscape.org/qrcodes/Ivesia-muirii(192)
3433,Caterpillar Phacelia,Phacelia cicutaria var. cicutaria,Annual herb,0.6 - 2 ft(0.18 - 0.6 m),,,,"White,Lavender",,,,,,,,"Butterfly Gardens,Bee Gardens",Never or Almost Never Available,//legacy.calscape.org/Phacelia-cicutaria-var.-cicutaria-(),//legacy.calscape.org/qrcodes/Phacelia-cicutaria-var.-cicutaria(192)
3434,Cleftleaf Wildheliotrope,Phacelia crenulata var. minutiflora,Annual herb,0.49 - 1.5 ft(0.15 - 0.46 m),,,,Purple,,,,,,,,"Butterfly Gardens,Bee Gardens",Never or Almost Never Available,//legacy.calscape.org/Phacelia-crenulata-var.-minutiflora-(),//legacy.calscape.org/qrcodes/Phacelia-crenulata-var.-minutiflora(192)
3435,Nevada Broomsage,Lepidospartum latisquamum,Shrub,,,,,,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Lepidospartum-latisquamum-(),//legacy.calscape.org/qrcodes/Lepidospartum-latisquamum(192)
3436,Brandegee's Clarkia,Clarkia biloba ssp. brandegeeae,Annual herb,,,,,Pink,,,,,,,,"Butterfly Gardens,Bee Gardens",Never or Almost Never Available,//legacy.calscape.org/Clarkia-biloba-ssp.-brandegeeae-(),//legacy.calscape.org/qrcodes/Clarkia-biloba-ssp.-brandegeeae(192)
3437,Alpine Sagewort,Artemisia norvegica ssp. saxatilis,Perennial herb,,,,,"Cream,White,Yellow",,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Artemisia-norvegica-ssp.-saxatilis-(),//legacy.calscape.org/qrcodes/Artemisia-norvegica-ssp.-saxatilis(192)
3438,Basalt Milkvetch,Astragalus filipes,Perennial herb,1 - 3 ft(0.3 - 0.9 m),,Moderate,,"White,Yellow",Spring,,Prefers sandy or loamy soils.  Does not grow well in clay soils.,,,,,,Never or Almost Never Available,//legacy.calscape.org/Astragalus-filipes-(),//legacy.calscape.org/qrcodes/Astragalus-filipes(192)
3439,Woodland Rockcress,Boechera pinetorum,Perennial herb,,,,,Pink,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Boechera-pinetorum-(),//legacy.calscape.org/qrcodes/Boechera-pinetorum(192)
3440,Beetle Spurge,Euphorbia eriantha,"Annual herb,Succulent",0.49 - 1.6 ft(0.15 - 0.49 m),,,,"Green,Purple,Red",,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Euphorbia-eriantha-(),//legacy.calscape.org/qrcodes/Euphorbia-eriantha(192)
3441,Erect Dwarf Cudweed,Hesperevax sparsiflora,Annual herb,7.1 in(18 cm),,,,"White,Green",,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Hesperevax-sparsiflora-(),//legacy.calscape.org/qrcodes/Hesperevax-sparsiflora(192)
3442,Golden Desert-trumpets,Leptosiphon aureus ssp. aureus,Annual herb,,,,,,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Leptosiphon-aureus-ssp.-aureus-(),//legacy.calscape.org/qrcodes/Leptosiphon-aureus-ssp.-aureus(192)
3443,Big Bear Valley Phlox,Phlox dolichantha,Perennial herb,11.8 in(30 cm),,,,Pink,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Phlox-dolichantha-(),//legacy.calscape.org/qrcodes/Phlox-dolichantha(192)
3444,Thurber's Pilostyles,Pilostyles thurberi,Perennial herb,,,,,,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Pilostyles-thurberi-(),//legacy.calscape.org/qrcodes/Pilostyles-thurberi(192)
3445,Parry Pinyon Pine,Pinus quadrifolia,Tree,26.3 ft(8 m),,Slow,Evergreen,,,"Full Sun,Part Shade",,,,Moderately Easy,,Hedges,Never or Almost Never Available,//legacy.calscape.org/Pinus-quadrifolia-(),//legacy.calscape.org/qrcodes/Pinus-quadrifolia(192)
3446,Winecup Fairyfan,Clarkia purpurea ssp. viminea,Annual herb,,,,,Pink,,,,,,,,"Butterfly Gardens,Bee Gardens",Never or Almost Never Available,//legacy.calscape.org/Clarkia-purpurea-ssp.-viminea-(),//legacy.calscape.org/qrcodes/Clarkia-purpurea-ssp.-viminea(192)
3447,Fineleaf Hymenopappus,Hymenopappus filifolius var. lugens,Perennial herb,,,,,,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Hymenopappus-filifolius-var.-lugens-(),//legacy.calscape.org/qrcodes/Hymenopappus-filifolius-var.-lugens(192)
3448,Utah Mortonia,Mortonia utahensis,Shrub,3.9 ft(1.2 m),,,,"White,Green",,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Mortonia-utahensis-(),//legacy.calscape.org/qrcodes/Mortonia-utahensis(192)
3449,Mountain Tansymustard,Descurainia incana,Perennial herb,3.3 ft(1 m),,,,Yellow,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Descurainia-incana-(),//legacy.calscape.org/qrcodes/Descurainia-incana(192)
3450,Coast Range Dwarf Flax,Hesperolinon disjunctum,Annual herb,11.8 in(30 cm),,,,"Pink,White",,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Hesperolinon-disjunctum-(),//legacy.calscape.org/qrcodes/Hesperolinon-disjunctum(192)
3450,Thickspike Wheatgrass,Elymus lanceolatus,Grasses,2.1 - 4.3 ft(0.6 - 1.3 m),,,,"Yellow,Green",,"Full Sun, Part Shade",,,,,,,Never or Almost Never Available,//legacy.calscape.org/Elymus-lanceolatus-(),//legacy.calscape.org/qrcodes/Elymus-lanceolatus(192)
3451,Pumice Alpinegold,Hulsea vestita ssp. vestita,Perennial herb,,,,,,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Hulsea-vestita-ssp.-vestita-(),//legacy.calscape.org/qrcodes/Hulsea-vestita-ssp.-vestita(192)
3452,Twocolor Phacelia,Phacelia bicolor,Annual herb,0.2 - 1.3 ft(0.06 - 0.4 m),,,,Pink,,,,,,,,"Butterfly Gardens,Bee Gardens",Never or Almost Never Available,//legacy.calscape.org/Phacelia-bicolor-(),//legacy.calscape.org/qrcodes/Phacelia-bicolor(192)
3453,Creamy Lady's Tresses,Spiranthes porrifolia,Perennial herb,2 ft(0.6 m),,,,,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Spiranthes-porrifolia-(),//legacy.calscape.org/qrcodes/Spiranthes-porrifolia(192)
3454,Parry's Tetracoccus,Tetracoccus dioicus,Shrub,1.6 - 6.6 ft(0.49 - 2 m),,,,"Yellow,Red",,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Tetracoccus-dioicus-(),//legacy.calscape.org/qrcodes/Tetracoccus-dioicus(192)
3455,Mojave Milkvetch,Astragalus mohavensis,"Annual Herb,Perennial Herb",0.16 - 1.2 ft(0.05 - 0.37 m),,,,"Pink,Purple",,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Astragalus-mohavensis-(),//legacy.calscape.org/qrcodes/Astragalus-mohavensis(192)
3456,Stanislaus Milkvetch,Astragalus oxyphysus,Perennial herb,1 - 2.6 ft(0.3 - 0.8 m),,,,Green,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Astragalus-oxyphysus-(),//legacy.calscape.org/qrcodes/Astragalus-oxyphysus(192)
3457,Coulter's Horseweed,Laennecia coulteri,Annual herb,,,,,,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Laennecia-coulteri-(),//legacy.calscape.org/qrcodes/Laennecia-coulteri(192)
3458,Broad-leaved Twayblade,Listera convallarioides,Perennial herb,1 ft(0.3 m),,Moderate,,White,Spring,,Prefers loamy or clay soils.  Grows poorly in sandy soils.,,,,,,Never or Almost Never Available,//legacy.calscape.org/Listera-convallarioides-(),//legacy.calscape.org/qrcodes/Listera-convallarioides(192)
3459,Perfoliate Spineflower,Mucronea perfoliata,Annual herb,0.8 - 11.8 in(2 - 30 cm),,,,,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Mucronea-perfoliata-(),//legacy.calscape.org/qrcodes/Mucronea-perfoliata(192)
3460,Bolander's Milkvetch,Astragalus bolanderi,Perennial herb,0.49 - 1.3 ft(0.15 - 0.4 m),,,,Green,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Astragalus-bolanderi-(),//legacy.calscape.org/qrcodes/Astragalus-bolanderi(192)
3461,Hillside False Bindweed,Calystegia subacaulis,"Perennial herb,Vine",7.9 in(20.1 cm),,,,,,,,,,,,Bee Gardens,Never or Almost Never Available,//legacy.calscape.org/Calystegia-subacaulis-(),//legacy.calscape.org/qrcodes/Calystegia-subacaulis(192)
3462,Chaparral Clarkia,Clarkia affinis,Annual herb,1.6 ft(0.49 m),,,,"Pink,Purple,Red",,,,,,,,"Butterfly Gardens,Bee Gardens",Never or Almost Never Available,//legacy.calscape.org/Clarkia-affinis-(),//legacy.calscape.org/qrcodes/Clarkia-affinis(192)
3463,Scarlet Spiderling,Boerhavia coccinea,Perennial herb,3.3 ft(1 m),,,,"Red,Pink",,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Boerhavia-coccinea-(),//legacy.calscape.org/qrcodes/Boerhavia-coccinea(192)
3464,Sierra Nevada Lotus,Acmispon nevadensis var. nevadensis,Perennial Herb,1.9 - 4 in(4.8 - 10.2 cm),,,,"Yellow,Red",,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Acmispon-nevadensis-var.-nevadensis-(),//legacy.calscape.org/qrcodes/Acmispon-nevadensis-var.-nevadensis(192)
3465,Panamint Springparsley,Cymopterus panamintensis,Perennial herb,,,,,,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Cymopterus-panamintensis-(),//legacy.calscape.org/qrcodes/Cymopterus-panamintensis(192)
3466,Foothill Sunburst,Pseudobahia heermannii,Annual herb,,,,,,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Pseudobahia-heermannii-(),//legacy.calscape.org/qrcodes/Pseudobahia-heermannii(192)
3467,Sierra Pea,Lathyrus nevadensis,Perennial herb,3.3 ft(1 m),,,,"Pink,Purple,Lavender,White",,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Lathyrus-nevadensis-(),//legacy.calscape.org/qrcodes/Lathyrus-nevadensis(192)
3468,Bulbous Woodland Star,Lithophragma glabrum,Perennial herb,3.1 - 9.8 in(7.9 - 24.9 cm),,,,,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Lithophragma-glabrum-(),//legacy.calscape.org/qrcodes/Lithophragma-glabrum(192)
3469,Little Wiry Suncup,Camissonia pusilla,Annual herb,0.8 - 8.6 in(2 - 21.8 cm),,,,"Yellow,Red",,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Camissonia-pusilla-(),//legacy.calscape.org/qrcodes/Camissonia-pusilla(192)
3470,Rock Mousetail,Ivesia saxosa,Perennial herb,1.9 - 11.8 in(4.8 - 30 cm),,,,"Yellow,Red",,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Ivesia-saxosa-(),//legacy.calscape.org/qrcodes/Ivesia-saxosa(192)
3471,,Lessingia pectinata,Annual herb,,,,,Yellow,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Lessingia-pectinata-(),//legacy.calscape.org/qrcodes/Lessingia-pectinata(192)
3472,Least Navarretia,Navarretia leucocephala ssp. minima,Annual herb,,,,,,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Navarretia-leucocephala-ssp.-minima-(),//legacy.calscape.org/qrcodes/Navarretia-leucocephala-ssp.-minima(192)
3473,Meager Pygmydaisy,Pentachaeta exilis,Annual herb,2.4 in(6.1 cm),,,,,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Pentachaeta-exilis-(),//legacy.calscape.org/qrcodes/Pentachaeta-exilis(192)
3474,Buttercup,Ranunculus flammula,Perennial Herb,0.1 - 1.5 ft(0.03 - 0.46 m),,Moderate,,Yellow,Summer,,Prefers loamy or clay soils.  Grows poorly in sandy soils.,,,,,Bogs and Ponds,Never or Almost Never Available,//legacy.calscape.org/Ranunculus-flammula-(),//legacy.calscape.org/qrcodes/Ranunculus-flammula(192)
3475,Wand Holdback,Hoffmannseggia microphylla,Shrub,8.2 ft(2.5 m),,,,,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Hoffmannseggia-microphylla-(),//legacy.calscape.org/qrcodes/Hoffmannseggia-microphylla(192)
3476,Dark-eyed Gilia,Gilia millefoliata,Annual herb,3.1 - 11.8 in(7.9 - 30 cm),,,,White,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Gilia-millefoliata-(),//legacy.calscape.org/qrcodes/Gilia-millefoliata(192)
3477,Quincy Lupine,Lupinus dalesiae,Perennial Herb,0.7 - 1.6 ft(0.21 - 0.49 m),,,,"Cream,Yellow",,,,,,,,Bee Gardens,Never or Almost Never Available,//legacy.calscape.org/Lupinus-dalesiae-(),//legacy.calscape.org/qrcodes/Lupinus-dalesiae(192)
3478,Brewer's Clover,Trifolium breweri,Perennial herb,,,,Evergreen,,,,,,,,,"Butterfly Gardens,Bee Gardens",Never or Almost Never Available,//legacy.calscape.org/Trifolium-breweri-(),//legacy.calscape.org/qrcodes/Trifolium-breweri(192)
3479,Bernardina Rabbitbrush,Ericameria nauseosa var. bernardina,Shrub,,,,,Yellow,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Ericameria-nauseosa-var.-bernardina-(),//legacy.calscape.org/qrcodes/Ericameria-nauseosa-var.-bernardina(192)
3480,Threetooth Horkelia,Horkelia tridentata var. tridentata,Perennial herb,1.5 ft(0.46 m),,,,White,,,,,,,,Bee Gardens,Never or Almost Never Available,//legacy.calscape.org/Horkelia-tridentata-var.-tridentata-(),//legacy.calscape.org/qrcodes/Horkelia-tridentata-var.-tridentata(192)
3481,Nevada Rockdaisy,Perityle megalocephala,Shrub,,,,,,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Perityle-megalocephala-(),//legacy.calscape.org/qrcodes/Perityle-megalocephala(192)
3482,San Joaquin Bluecurls,Trichostema ovatum,Annual herb,2.6 ft(0.8 m),,,,,,,,,,,,Bee Gardens,Never or Almost Never Available,//legacy.calscape.org/Trichostema-ovatum-(),//legacy.calscape.org/qrcodes/Trichostema-ovatum(192)
3483,Lemmon's Syntrichopappus,Syntrichopappus lemmonii,Annual herb,,,,,,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Syntrichopappus-lemmonii-(),//legacy.calscape.org/qrcodes/Syntrichopappus-lemmonii(192)
3484,Seaside Agoseris,Agoseris apargioides,Perennial herb,1.5 ft(0.46 m),,,,Yellow,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Agoseris-apargioides-(),//legacy.calscape.org/qrcodes/Agoseris-apargioides(192)
3485,Glandular Hareleaf,Lagophylla glandulosa,Annual herb,,,,,,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Lagophylla-glandulosa-(),//legacy.calscape.org/qrcodes/Lagophylla-glandulosa(192)
3486,Willowy Monardella,Monardella linoides ssp. linoides,Perennial herb,,,,,Purple,,,,,,,,"Butterfly Gardens,Bee Gardens",Never or Almost Never Available,//legacy.calscape.org/Monardella-linoides-ssp.-linoides-(),//legacy.calscape.org/qrcodes/Monardella-linoides-ssp.-linoides(192)
3487,Marin Western Flax,Hesperolinon congestum,Annual herb,,,,,,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Hesperolinon-congestum-(),//legacy.calscape.org/qrcodes/Hesperolinon-congestum(192)
3488,Jepson's Milkvetch,Astragalus rattanii var. jepsonianus,Annual herb,1.6 - 11.8 in(4.1 - 30 cm),,,,,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Astragalus-rattanii-var.-jepsonianus-(),//legacy.calscape.org/qrcodes/Astragalus-rattanii-var.-jepsonianus(192)
3489,Nuttall's Toothwort,Cardamine nuttallii,Perennial herb,7.9 in(20.1 cm),,,,"Pink,White,Purple",,"Full Sun,Part Shade",,,,,,,Never or Almost Never Available,//legacy.calscape.org/Cardamine-nuttallii-(),//legacy.calscape.org/qrcodes/Cardamine-nuttallii(192)
3490,Alpine Wintergreen,Gaultheria humifusa,Shrub,7.9 in(20.1 cm),,,,"Pink,Yellow,White",,"Full Sun,Part Shade",,,,,,,Never or Almost Never Available,//legacy.calscape.org/Gaultheria-humifusa-(),//legacy.calscape.org/qrcodes/Gaultheria-humifusa(192)
3491,Toothed Wintergreen,Pyrola dentata,Perennial herb,,,,,,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Pyrola-dentata-(),//legacy.calscape.org/qrcodes/Pyrola-dentata(192)
3492,Maroonspot Calicoflower,Downingia concolor,Annual herb,,,,,"Blue,Purple,White,Yellow",,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Downingia-concolor-(),//legacy.calscape.org/qrcodes/Downingia-concolor(192)
3493,Brewer's Fleabane,Erigeron breweri var. porphyreticus,Perennial herb,,,,,"Lavender,Yellow",,,,,,,,Bee Gardens,Never or Almost Never Available,//legacy.calscape.org/Erigeron-breweri-var.-porphyreticus-(),//legacy.calscape.org/qrcodes/Erigeron-breweri-var.-porphyreticus(192)
3494,Irish Lady's-tresses,Spiranthes romanzoffiana,Perennial herb,2.5 ft(0.8 m),,Moderate,,White,Summer,,Prefers loamy or clay soils.  Grows poorly in sandy soils.,,,,,,Never or Almost Never Available,//legacy.calscape.org/Spiranthes-romanzoffiana-(),//legacy.calscape.org/qrcodes/Spiranthes-romanzoffiana(192)
3495,Utah Beardtongue,Penstemon utahensis,Perennial herb,0.49 - 1.6 ft(0.15 - 0.49 m),,,,"Red,Pink",,,,,,,,"Hummingbird Gardens,Butterfly Gardens,Bee Gardens",Never or Almost Never Available,//legacy.calscape.org/Penstemon-utahensis-(),//legacy.calscape.org/qrcodes/Penstemon-utahensis(192)
3496,Gander's Cholla,Cylindropuntia ganderi,"Shrub,Succulent",,,,,Yellow,,,,,,,,Deer Resistant,Never or Almost Never Available,//legacy.calscape.org/Cylindropuntia-ganderi-(),//legacy.calscape.org/qrcodes/Cylindropuntia-ganderi(192)
3497,Yellow-eyed Cryptantha,Cryptantha flavoculata,"Annual herb,Perennial herb",0.16 - 1.2 ft(0.05 - 0.37 m),,,,White,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Cryptantha-flavoculata-(),//legacy.calscape.org/qrcodes/Cryptantha-flavoculata(192)
3498,Trailing Townula,Funastrum hirtellum,"Vine,Perennial herb",,,,,,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Funastrum-hirtellum-(),//legacy.calscape.org/qrcodes/Funastrum-hirtellum(192)
3499,Broom-like Ragwort,Senecio spartioides,Perennial herb,,,,,Yellow,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Senecio-spartioides-(),//legacy.calscape.org/qrcodes/Senecio-spartioides(192)
3500,Dwarf Chamaesaracha,Chamaesaracha nana,Perennial herb,,,,,,,,,,,,,Groundcovers,Never or Almost Never Available,//legacy.calscape.org/Chamaesaracha-nana-(),//legacy.calscape.org/qrcodes/Chamaesaracha-nana(192)
3501,San Francisco Spineflower,Chorizanthe cuspidata,Annual herb,0.16 - 1.6 ft(0.05 - 0.49 m),,,,Pink,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Chorizanthe-cuspidata-(),//legacy.calscape.org/qrcodes/Chorizanthe-cuspidata(192)
3502,Dense-fruited Monkeyflower,Mimulus constrictus,Annual herb,0.8 - 9.5 in(2 - 24.1 cm),,,,Purple,,,,,,,,"Hummingbird Gardens,Butterfly Gardens,Bee Gardens",Never or Almost Never Available,//legacy.calscape.org/Mimulus-constrictus-(),//legacy.calscape.org/qrcodes/Mimulus-constrictus(192)
3503,Desert Figwort,Scrophularia desertorum,Perennial herb,3.3 ft(1 m),,,,,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Scrophularia-desertorum-(),//legacy.calscape.org/qrcodes/Scrophularia-desertorum(192)
3504,Alaska Piperia,Piperia unalascensis,Perennial herb,2.3 ft(0.7 m),,,,Green,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Piperia-unalascensis-(),//legacy.calscape.org/qrcodes/Piperia-unalascensis(192)
3505,Flat Spurred Piperia,Piperia transversa,Perennial herb,1.8 ft(0.5 m),,,,"Yellow,White,Green",,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Piperia-transversa-(),//legacy.calscape.org/qrcodes/Piperia-transversa(192)
3506,Bird's-eye Gilia,Gilia tricolor ssp. diffusa,Annual herb,,,,,,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Gilia-tricolor-ssp.-diffusa-(),//legacy.calscape.org/qrcodes/Gilia-tricolor-ssp.-diffusa(192)
